the_geom,cartodb_id,portfolio_bldg_id,BEPP_compliance_group,BEPP_compliance_cycle_one_status,property_name,address,postal_code,primary_property_type,sector,floor_area,year_built,number_of_buildings,phl_bldg_id,electricity_2019,natural_gas_2019,fuel_oil_2019,steam_2019,energy_star_2019,site_eui_2019,source_eui_2019,water_use_2019,total_ghg_2019,water_score_2019,electricity_2020,natural_gas_2020,fuel_oil_2020,steam_2020,energy_star_2020,site_eui_2020,source_eui_2020,water_use_2020,total_ghg_2020,water_score_2020,electricity_2021,natural_gas_2021,fuel_oil_2021,steam_2021,energy_star_2021,site_eui_2021,source_eui_2021,water_use_2021,total_ghg_2021,water_score_2021,x_coord,y_coord
0101000020E6100000B3B85A82A7CA52C0FDD7FB8505F94340,943,3634201,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Peirce College,1420-34 PINE ST,19102,College/University,College/ University,94151,1898,1,772513020,4465465.236,1024367.722,,,,58.3,144.2,899.1,506.8,,,,,,,,,,,,,,,,,,,,,,-75.16647395,39.94548106
0101000020E610000079F7110930CC52C0CF5E649FD3FA4340,944,3762553,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,31-Millenium Hall,219-25 N 34TH ST,19104,Residence Hall/Dormitory,Multifamily,104653,2009,1,881822910,5195216.972,2898702.036,,,45,77.3,168.1,4345.8,680.3,,4531132.6,1683203.9,,,58,59.4,138.1,2366.5,523.1,,5076407.7,1947118.2,,,48,67.1,155.4,1980.9,545.7,,-75.19043185,39.95958321
0101000020E6100000177F1D3036C152C082BBBBE7A30A4440,945,3862942,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,"KRG Enterprises, Inc.",9901 BLUE GRASS RD,19114,Manufacturing/Industrial Plant,Industrial,216000,1965,1,884274000,4356086.752,4223826.017,,,,39.7,77,430.1,665.7,,3383543.2,4472582.3,,,,36.4,65.6,342.6,561.4,,3362147.3,2987520.2,,,,29.4,58.1,282.8,470.9,,-75.01893237,40.08312699
0101000020E6100000A4B5D40773CB52C0789A694E20014440,946,3330915,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Randolph CTE,2901-27 HENRY AVE,19129,K-12 School,School (K-12),121579,1975,1,784188400,5255384.18,9366205.719,,,11,120.3,201.9,1567.4,1029.9,,3913123.9,10041543.5,,,11,114.8,176.8,1953.9,896.7,,5364520.4,13659365.3,,,2,156.5,241.5,4026.7,1192.9,,-75.17889591,40.00879841
0101000020E61000003F9F332F28C952C049BBD1C77CF64340,947,5023272,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Tune-Up,#4101-CHRIS COLUMBUS BLVD,1651 S CHRIS COLUMBUS BLV,19148,Retail Store,Retail,152681,1994,1,882055160,4892009.592,3540660.161,,,86,55.2,114.1,1291.6,683.7,,4989790.7,3183523.2,,,86,53.5,113.4,1158.8,646.7,,3991712.4,3547114.4,,,92,49.4,97.6,1048.8,559,,-75.14307766,39.925683
0101000020E6100000EC29DE6DC3CD52C00DFE9F3FC4FC4340,948,3501878,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,287-West Philadelphia,4700 JEFFERSON ST,19131,Manufacturing/Industrial Plant,Industrial,57471,2009,,884897402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.21505305,39.97473903
0101000020E6100000BF6D1A994FCD52C07FD814C0FBF94340,951,3330789,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Penn Alexander,4201 SPRUCE ST,19104,K-12 School,School (K-12),84357,2002,1,773151500,4956922.892,2655112.964,,,11,90.2,197.6,1863.7,643.2,,3889471.9,2513773.6,,,16,75.9,160.4,949.5,494.7,,4690650.4,3908912.9,,,4,101.9,204.3,968.2,616.3,,-75.20798328,39.95299531
0101000020E61000001C6F3CE94ECD52C052E6CD7E30F94340,952,3696901,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037","Expected to Comply September 30th, 2023",Griffith Hall,4201-47 WOODLAND AVE,19104,College/University,College/ University,113332,1928,1,773500500,6153231.508,30655078.52,,,,324.8,436,3345.1,2251.6,,,,,,,,,,,,5984719.7,23576326,,,,260.8,366.3,2109.5,1773.7,,-75.20794135,39.94679246
0101000020E6100000A872B94509CC52C0CE4D1FAA3E054440,953,6066569,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Cliveden Nursing and Rehabilitation Center,301 W JOHNSON ST,19119,Senior Care Community,Multifamily,63339,1964,1,881436651,3882729.756,7370681.475,,,38,177.7,293.8,6691.3,763.1,,3959404.2,6840239.2,,,40,170.5,288.4,,731,,4001805.1,5795758.6,,,48,154.7,273,5044.1,656.5,,-75.18806594,40.04097487
0101000020E6100000B9BD286ABECF52C07A24351F9DF34340,954,4069744,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,International City Mews & Villas,7833 LINDBERGH BLVD,19153,Multifamily Housing,Multifamily,563550,1971,40,881141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.24599699,39.90323248
0101000020E6100000D5C07F8807BF52C04A2CC64CE40A4440,955,3856392,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Archbishop Ryan High School,11101 ACADEMY RD,19154,K-12 School,School (K-12),283950,1965,3,778069000,4309727.908,12852767.09,0,,78,60.4,90,5339,1095.2,,3211307.9,11023570.4,0,,78,50.1,72.4,5542.5,892.9,,3307097,11129658.8,,,72,50.8,73.8,4578.9,898.2,,-74.98483479,40.08509216
0101000020E6100000224831823ECC52C0C0B05F24F2074440,956,3751369,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Lutheran Theological Seminary of Philadelphia,7241 GERMANTOWN AVE,19119,College/University,College/ University,259257,1889,6,775515000,4801970.324,6411572.874,849679.8,,,46.5,81.1,1123.7,863.2,,4037225.1,4137307,811964.4,,,34.7,63.5,,654.9,,,,,,,,,,,,-75.19131522,40.06207709
0101000020E6100000B10E70D65AC352C041FB68A380064440,957,4923937,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,Valmont Towers Condo Assn.,7600 E ROOSEVELT BLVD,19152,Multifamily Housing,Multifamily,85480,1974,1,888560998,5190685.836,1167692.162,,,7,74.4,184.4,5049.5,587.9,35,5096494.2,1237315.1,,,6,74.1,182.1,4663.6,553.5,42,5102233.1,1124571.5,,,7,72.8,180.9,4417.2,533.5,47,-75.05241929,40.05080073
0101000020E6100000E2B41AF1E8CA52C0CE56DAB91BFB4340,958,4991579,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Tivoli Condos,1900 HAMILTON ST,19130,Multifamily Housing,Multifamily,189200,2006,1,888111120,5426055.832,2357440.28,,,71,41.1,93.4,4658.1,674.9,90,4952954.7,2396223.1,,,76,38.8,86.6,5097.2,601.3,87,4898721,2364211.7,,,78,38.4,85.6,4762.8,580.4,89,-75.17046764,39.96178363
0101000020E6100000A4108E7A44CD52C0EEE370FFF4FF4340,959,3788675,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,List Associates,3905 FORD RD,19131,Office,Office,127785,1956,,774016000,4579835.476,1772461.326,,,85,49.7,114.9,3155,532.5,,3991088.1,1365277.5,,,90,41.9,98.7,1798,454.5,,3426681.8,1626593.9,,,93,39.5,88.5,1737.9,404.6,,-75.20730461,39.99966424
0101000020E6100000D475D12596CE52C0379490FE4DF14340,960,4580141,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,8350 Executive Drive Associates,8350 EXECUTIVE AVE,19153-3877,Food Service,Warehouse,67050,1998,1,884170400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.22791429,39.8851927
0101000020E610000056CA7C51CCCA52C09C43C66138F64340,961,3330806,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,South Philadelphia,2101 S BROAD ST,19148,K-12 School,School (K-12),331440,1956,1,781022700,4232804.368,13876649.33,,,82,54.6,79.7,2770.8,1165.9,,2766359.2,10973722.1,,,91,41.5,58.1,1481,839.7,,3435594,16458194.1,,,70,60,81.2,1448.5,1173.5,,-75.1687206,39.92359564
0101000020E6100000FBAC536103CB52C0908EC42E7EFA4340,962,3820168,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Moore College of Art and Design  Peter Hall,1920-34 RACE ST,19103,College/University,College/ University,110000,1957,,772521000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.17208131,39.95697579
0101000020E6100000E7764894AACA52C0CD1B69A14BF94340,963,3637445,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Avenue of the Arts,1501 SPRUCE ST,19102,Parking,Parking,243057,2002,1,883423600,8250523.08,2933403.706,,,,46,107.7,1774,991.7,,6014325.6,2191396.4,,,,33.8,78.8,414.5,692,,5356669.4,1401270.4,,,,27.8,67.8,1040.8,571.8,,-75.16666133,39.94762056
0101000020E61000005BA3B3064EC452C03EB46E0793084440,964,4923071,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Gloria Dei Estates,1340 RHAWN ST,19111,Multifamily Housing,Multifamily,122728,1998,1,881228101,5388598.896,2473373.573,,,40,64.1,144.1,4770,677.3,86,4739807.1,2312513.3,,,54,57.5,127.9,5263.4,576.5,81,5052742.1,2303540.1,,,47,59.9,135,4978.3,591.5,84,-75.06726234,40.06698697
0101000020E610000082146504CECF52C099471F6FC9FA4340,965,5026797,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Walnut Park Plaza,6232-50 WALNUT ST,19139,Multifamily Housing,Multifamily,233372,1921,1,886600600,5402212.776,14747836.08,,,29,86.3,131.2,17928.8,1330.6,,5239961.9,13874181.8,,,31,81.9,125.3,19274.7,1238.4,1,5231865.3,10774599.9,,,49,68.6,111.2,9349.7,1058.1,26,-75.24694929,39.95927228
0101000020E6100000314C3B6F42CF52C0B607ADC94BFF4340,966,3879942,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Mandeville Hall (MV),5500 CITY AVE,19131,College/University,College/ University,89373,1997,1,774502000,5008464.564,2192889.429,,,,80.6,182.7,763.3,595.8,,4216553,1599020.9,,,,65.1,150.9,269.3,488.5,,5297836.3,1916260.2,,,,80.7,188.5,467.5,593.7,,-75.23842984,39.99450036
0101000020E6100000528A4E7DBDC852C0BB0AAD77CD074440,967,6064454,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,York Nursing & Rehabilitation Center,7107 OLD YORK RD,19126,Senior Care Community,Multifamily,87285,1964,3,881447800,4932550.976,7441988.495,,,54,141.8,247.8,15793.3,867.4,,4552815.8,6767701.7,,,64,129.7,227.5,,795.2,,4404697.5,6203709.3,,,71,121.5,215.9,17157.6,713.3,,-75.13656552,40.06095787
0101000020E6100000FC4D8B6EFBC052C0FBC85290440F4440,968,5020545,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Tune-Up,#6866-PHILADELPHIA (BUSTLETON AVE),815-25 HENDRIX ST,19116,Retail Store,Retail,100000,2007,1,882095030,5187362.548,5259324.028,,,20,104.5,200.5,699.2,804.9,,4782259.2,5234915.4,,,25,100.2,188.9,497.6,735.8,,4053456,3894282.2,,,43,79.5,154.4,677.9,583.2,,-75.01534618,40.1192799
0101000020E6100000206C464024CC52C04ECD8A4DD0FA4340,969,3762544,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,21-Myers Hall,202-14 N 33RD ST,19104,Residence Hall/Dormitory,Multifamily,93696,1977,1,881822840,5123070.232,1008446.109,,,47,65.5,164.6,,572.6,,3910895.8,476829.8,,,68,46.9,122.4,76.5,399.6,,3778766.1,450396.3,,,72,45.2,118.1,573.3,353.1,,-75.18971259,39.9594819
0101000020E61000006F18DC4172CA52C005A75F9EA5F94340,970,5027418,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,"Treeco Manor, LP",1330-36 CHESTNUT ST,19107,Other - Mall,Retail,81423,1930,1,882497400,4777240.148,2319276.153,,,,87.2,194.2,833.9,580.4,,3405220,1190183.2,,,,56.4,132.4,223.1,389.1,,3570712.6,943099.2,,,,55.4,135,861.5,381.6,,-75.16322371,39.95036678
0101000020E6100000BB973D01BBCA52C03E0EBDA435F94340,971,4959850,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,The Touraine Apartments,1520-28 SPRUCE ST,19102,Multifamily Housing,Multifamily,232318,1917,1,881018506,5034914.388,10713032.22,,,37,67.8,109.1,4380.3,1079.1,76,4622915.4,9691653.4,,,45,61.6,99.5,3711.3,957.2,85,5343386.5,8201563.3,,,43,58.3,101.5,3405.1,931.8,89,-75.16766387,39.94694957
0101000020E6100000B11AA6110ECE52C040EAC08330FA4340,972,5019175,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Croydon Hall Apartments,241 S 49TH ST,19139,Multifamily Housing,Multifamily,116000,1900,1,881145500,3575782.824,181116.1605,,,86,32.4,88,3515.5,371.9,76,3511302.8,207934,,,85,32.1,86.6,3583,347.1,75,3761156.8,135278.1,,,80,33.6,92,3900.4,356.4,69,-75.2196087,39.95460555
0101000020E6100000FBA167ED15BF52C0400CBE7A260E4440,973,3790606,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Computer Components Corp,2751 SOUTHAMPTON RD,19154,Manufacturing/Industrial Plant,Industrial,73515,1980,1,884291500,4552273.34,9672297.89,,,,193.5,311.5,2251.6,974.9,,3852148,6751466,,,,144.2,243.1,1986.8,727.3,,4214355.7,7361475.2,,,,157.5,265.7,2052.5,782.3,,-74.98571334,40.1105493
0101000020E61000009C36800A89CB52C02ACBCEAA68F54340,1076,1260775,Exempt,#N/A,07715-Oregon & 19th,1901 JOHNSTON ST,19145,Supermarket/Grocery Store,Supermarket,49514,2003,1,882351850,7647510.084,3674500.043,,,59,228.7,510.4,979,969.9,,,,,,,,,,,,7136392.5,4119900,,,62,227.3,490.9,943,840.6,,-75.18023932,39.91725669
0101000020E6100000771C37E351C352C024A33D3DBA0B4440,974,4123948,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Baldi,8725 VERREE RD,19115,K-12 School,School (K-12),185113,1974,1,786546800,6495929.376,451106.1796,30613643.8,,2,202.9,267.8,2692,2953.9,,6388939.3,559947.3,7240984,,26,76.7,139.3,797.6,1160.3,,7532174.2,464192,7208830.4,,15,82.1,155.9,3250.8,1215.8,,-75.05187302,40.09162107
0101000020E6100000152BF6D979CD52C0B13E37970FFC4340,976,3330802,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Miller,4301-19 OGDEN ST,19104,K-12 School,School (K-12),67200,1967,1,783364400,4709204.868,1435309.965,,,11,91.4,218.6,184.5,553.3,,4543855.9,1746506.7,,,6,93.6,216.6,90.5,514.7,,5401619.1,1579180.8,,,2,103.9,249.7,205.6,554.5,,-75.21056222,39.96922579
0101000020E61000001B1FDA856ECB52C09823B768F9F94340,977,3881643,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,KlingStubbins,2301 CHESTNUT ST,19103,Office,Office,105000,1920,1,883036600,5589490.632,2745463.96,,,65,79.4,176.5,1806.7,680.8,,1454791.5,1512631.6,,,99,28.3,53.9,240.9,219.6,,,,,,,,,,,,-75.17862078,39.95292386
0101000020E6100000E49F7CEE02CB52C03A038659A6F24340,978,4175568,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,3132B-Courtyard Philadelphia South,1001 INTREPID AVE,19107,Hotel,Hotel,107000,2014,1,883741600,5140894.52,4823199.955,,,49,93.1,181.9,3395,777,,4174636.6,3662299.8,,,73,73.2,145.2,1938,594.1,,4841136.7,3504099.9,,,62,78,161.1,2905,635.6,,-75.17205393,39.89570159
0101000020E6100000F9BF9FF1AFCD52C0552A6EFD70F84340,979,3694564,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Woodland Shop,4901 WOODLAND AVE,19143,Other - Public Services,Other,262000,1985,1,875105490,1826102.4,15844415.15,,,,67.4,83,680,1026.6,,1774164.9,6615840.9,,,,32,45.5,643.3,521.2,,1777109.8,13169586.6,,,,57,71.8,1124.7,864.5,,-75.21386376,39.94094818
0101000020E6100000139BF295BEBE52C009958F0F400E4440,980,4083183,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Select Nutrition Distributors,2722 COMMERCE WAY,19154,Distribution Center,Warehouse,110000,2000,1,884292596,5250208.176,,,,,,,434.6,,,,,,,,,,,,,,,,,,,,,,,-74.98038243,40.11132998
0101000020E610000024875F1C62CA52C0CD3FB80A7BFA4340,981,3885158,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,DUMed-219 North Broad St,219-25 N BROAD ST,19102,College/University,College/ University,90250,1955,1,771004500,5604029.164,256145.5447,,,,64.9,176.8,2116.9,581.4,,4816942.2,275844.4,,,,56.4,152.7,3212.9,475.7,,4452059.5,468669.8,,,,54.5,143.6,1587.1,412.8,,-75.16223821,39.95687994
0101000020E61000001F0DE9E8DFCA52C071E07AB9F4F94340,982,4588184,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,1760 Market,1742-60 MARKET ST,19103,Office,Office,138128,1980,1,883032500,8603651.432,524438.4556,,,49,66.1,178.4,3041.2,899.5,,7616266.4,475124.8,,,57,58.6,158,1029.9,754.2,,7839731.9,931829.1,,,54,63.5,166,10.9,732.5,,-75.16991637,39.9527809
0101000020E61000006C1128CDECCE52C0C2DC5110FAF54340,983,4123949,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Bartram HS,6601 ELMWOOD AVE,19142,K-12 School,School (K-12),451273,1939,2,783130800,4740380.312,30451770.61,,,69,78,100.3,1475.4,2097.7,,3711266.5,29072205.2,,,67,72.6,90.7,421.4,1888.8,,4157320.7,34496817.4,,,50,85.7,106.1,31.8,2194.5,,-75.23320321,39.92169384
0101000020E61000005F68855497CA52C063FE7EEF3EF84340,984,3330808,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,CAPA,901-33 S BROAD ST,19147,K-12 School,School (K-12),166630,1997,1,781021910,6542366.696,5160481.476,,,47,70.2,142.5,2572.8,936.9,,4718625.4,5298067.8,,,58,60.1,112.7,1317.3,719.5,,6802275.8,7529565,,,22,86,161.8,2549.5,992.6,,-75.16548646,39.93942064
0101000020E6100000392759FB39CA52C0AD76E2AC67FD4340,985,3966438,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,ECEC,1710-50 N 15TH ST,19122,College/University,College/ University,52849,2000,1,777573005,4858285.384,13364.99987,,,,260.7,431.1,50.8,1012,,4786295.6,10664,,,,237.9,405,32.1,911.2,,4762046.5,10579,,,,259.7,426.6,291.8,963.9,,-75.15978893,39.97972642
0101000020E6100000F02155D252CC52C02B97197866F34340,986,4457848,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Gateway Enclaves LP,3900 GATEWAY DR,19145,Multifamily Housing,Multifamily,208750,2005,18,881113406,5442706.392,2737200.191,,,80,39.2,86.8,5928.7,696.8,82,,,,,,,,,,,694222.6,23089.9,,,100,3.4,9.4,6672.9,61.7,75,-75.19255503,39.90156461
0101000020E6100000FFCBB56801C952C0E304229B16F94340,987,4066664,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Independence Seaport Museum,211 S CHRIS COLUMBUS BLV,19106,Museum,Museum,100383,1995,1,781052550,5256168.94,2650127.322,,,,78.8,174.3,1401.7,673.3,,,,,,,,,,,,,,,,,,,,,,-75.140711,39.94600238
0101000020E610000066A9ED0D9BC952C040D42247DFFD4340,988,4134811,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Diamond Green,1000 DIAMOND ST,19122,Multifamily Housing,Multifamily,129330,2012,1,881147275,5213617.888,1628914.891,,,83,52.9,126.1,5040.8,614.7,87,4263079,1239696.2,,,95,42.5,102.4,4245,473.9,92,4455966.2,1541664,,,92,46.4,109,7126.9,495.6,66,-75.15008877,39.9833764
0101000020E61000002E2526039BCD52C05755583E85FC4340,990,4096892,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,CSE Centennial Village,4400 W GIRARD AVE,19104,Senior Care Community,Multifamily,75972,1978,1,881437000,5321037.884,2741768.563,,,27,106.1,234,7949.4,654.9,,5027762.8,3031938.9,,,29,106.1,227.2,8765.4,642.2,,5139420.5,2980430.9,,,28,106.9,230.6,7492.6,635.5,,-75.2125862,39.97281627
0101000020E6100000EC917A0D89C952C013298BCA9FFD4340,991,5014926,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Paseo Verde North and South,1900 N 9TH ST,19122,Multifamily Housing,Multifamily,180882,2013,14,881147295,4650951.792,3929807.352,,,,47.4,94.8,3247.1,679.9,,4420849.9,2950336.2,,,91,40.8,84,3480,565,,4797592.7,3026453.3,,,89,43.3,88,3358.6,570.9,,-75.14899003,39.98143894
0101000020E61000008EF9A9BFD8CE52C0EE9A4EBAC6F24340,992,3790243,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Ottens Flavors,7800 HOLSTEIN AVE,19153,Manufacturing/Industrial Plant,Industrial,90000,1999,1,884167800,,,,,,,,,,,,,,,,,,,,,11532450.8,11883267.6,,,,260.2,497.4,5261,1702,,-75.23197929,39.89668969
0101000020E610000003F388B816CB52C0E45BAB7F88F94340,993,5037034,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Council for Two Twenty West Rittenhouse Square,220 W RITTENHOUSE SQ,19103,Multifamily Housing,Multifamily,141871,1957,1,888082686,5700486.404,10235671.43,,,2,112.3,188.3,5001.5,1121.2,46,5486025.1,10272363.1,,,2,111.1,184.3,3909.8,1070.7,67,5584662.7,9741899.8,,,2,108,182.3,3858.2,1004,68,-75.17326177,39.94947811
0101000020E61000002C7DE8827AC052C088A193AD470C4440,994,3620094,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,2828 Charter Rd.,2828 CHARTER RD,19154,Mixed Use Property,Other,276000,1957,1,884290500,5940793.564,7822565.539,,,,49.9,90,0,1017.4,,4679326,5577221.4,,,,37.2,68.7,0,744.1,,5231152.2,6391776.1,,,,42.1,77.4,,825.2,,-75.0074775,40.09593744
0101000020E610000033616665DCC952C0516DCBDBECF94340,995,5013321,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Warehouse,9 N 9TH ST,19107,Multifamily Housing,Multifamily,215353,2003,,881014610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.15407691,39.95254085
0101000020E610000027531E4073C252C085E9BD2993094440,996,4970926,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,St Regis Apartments,2201 TREMONT ST,19034,Multifamily Housing,Multifamily,322265,1968,2,881179510,5763628.876,13798300.43,,,80,60.7,95,14825.7,1316.8,25,6021187.1,12251866.8,,,80,56.7,92.2,15452.2,1227,22,5776536.5,12493223.5,,,81,56.7,90.9,14804.7,1199.9,25,-75.03828433,40.07480356
0101000020E6100000D482177D05BF52C075C8CD70030A4440,1948,10882329,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,RSW Premier Holdings LLC,10825 E. Keswick Road,19154,Multifamily Housing,Multifamily,404000,1971,33,Not Available,,,,,,,,,,,7333165.9,15671226.4,,,70,56.9,91.6,19.1,1534.2,100,7279177.9,16819320.7,,,65,59.6,94.2,157.2,1569.2,100,,
0101000020E6100000CA5EC67FC7CB52C08A3CE68F2B034440,997,5976265,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Alden Park Manor - Cambridge,2967 W SCHOOL HOUSE LN,19144,Multifamily Housing,Multifamily,271774,1950,1,881083500,5874351.688,8150646.351,,,81,51.6,92,19615.3,1028.1,4,6108384.2,11095471.4,,,60,63.3,105.8,10947.2,1174,40,6042505.3,7794419.2,,,78,50.9,92.4,10934.8,975.1,40,-75.18405146,40.02476691
0101000020E6100000554B5BD8EACB52C00840BBC742F54340,998,3594195,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Tune-Up,#4166 Phil/Oregon Ave,2200 OREGON AVE,19145,Retail Store,Retail,114840,2004,1,882245100,5614217.396,3302448.898,,,54,77.6,167.1,768.6,744.2,,5491422.9,2385441.8,,,60,68.6,155.7,646,652.3,,4621574.5,2983376.2,,,69,66.2,140,480.8,587.6,,-75.18620881,39.91610047
0101000020E61000002DC9A60168CA52C0F51EDBF043F44340,999,3569510,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,700 PACKER AVENUE,700 PACKER AVE,19148,Mixed Use Property,Other,125000,1964,1,884142500,5701001.616,476246.0654,,,,49.4,131.7,694.3,602.9,,4651078,767037.6,,,,43.3,110.6,917.1,485.9,,4832388.3,787967.9,,,,45,114.9,1009.9,490.6,,-75.16259805,39.90832339
0101000020E61000008FF8FCCD17CA52C0CF452A2903054440,1000,3893230,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,La Salle #5 (Hayman/Gola),2140 COTTAGE LA,19144,Stadium (Closed),College/ University,94000,1972,1,881451012,6621235.076,10006497.63,,,,176.9,309,2893.3,1202.3,,5003708.2,538345.5,,,,59,155.1,1125.7,507.5,,6169984.4,715403.4,,,,73.2,191.8,2094.9,610.9,,-75.15770292,40.03915896
0101000020E610000083CE7BCE63CC52C0740F438A85094440,1001,4964823,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Chestnut Hill Village,7715 CRITTENDEN ST,19118,Multifamily Housing,Multifamily,638776,1963,50,881046000,4951811.716,40619403.63,,,87,71.3,88.5,18415.4,2659.2,89,5702345.9,28726795.2,,,96,53.9,72.2,18542.7,2071.6,89,5836277.2,35512438.5,,,89,64.7,84,28994.5,2428.2,63,-75.19359171,40.07438782
0101000020E610000049C1AE81C8CA52C05ABCF5ED66F94340,1002,3772776,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Lenfest Hall,1610-18 LOCUST ST,19103,College/University,College/ University,94747,2011,1,881030550,5848969.82,4193364.635,,,,106,219.3,2760.1,815.3,,4751428.4,3079641.6,,,,82.7,174.5,1677.8,618.3,,5285819.2,3905879.3,,,,97,199.5,2263.6,698.3,,-75.16848795,39.94845366
