Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Parkway Corp - Venice Island Lot,5 Lock St.,,Philadelphia,PA,19127,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,4,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.02294379967896,-75.22029072046281,2023-11-21,260830,2023-11-21 01:12:28 UTC,,,,2023-05-15,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Allies Garage,234 Cherry Way,,Pittsburgh,PA,15222,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,6,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.437675381435014,-79.99928176403047,2023-11-21,260831,2023-11-21 01:12:29 UTC,,,,2023-05-15,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Parkway Corp - Market Street Garage,1701 Market St.,,Philadelphia,PA,19103,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,1,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,39.953207740725276,-75.16874670982362,2023-11-21,260832,2023-11-21 01:12:28 UTC,,,,2023-05-15,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Lower Makefield Shopping Center,"700 Stony Hill Rd,",,Yardley,PA,19067,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.221793982,-74.873802435,2023-11-21,260883,2023-11-21 01:10:05 UTC,,,,2023-05-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Parkway Corp - Liberty Place Garage,44 S. 16th St.,,Philadelphia,PA,19102,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,4,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,39.95182191611441,-75.16720712184907,2023-11-21,260885,2023-11-21 01:12:27 UTC,,,,2023-05-16,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Parkway Corp - Hanover North Broad - East Garage,339 N. Broad St.,,Philadelphia,PA,19107,,855-223-5351,E,,Public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,A D M V,,,,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,39.95931408103745,-75.1619386766106,2023-11-21,260886,2023-11-21 01:12:26 UTC,,,,2023-05-16,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WEST CHESTER STATION 9,Wilson Dr,,West Chester,PA,19380,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.992868,-75.582419,2023-11-21,260903,2023-11-21 00:29:20 UTC,,,,2023-05-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCK PROP. EV BRYN MAWR 1,100 Bryn Mawr Ct,,Pittsburgh,PA,15221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.43366,-79.8652,2023-11-21,260915,2023-11-21 00:52:55 UTC,,,,2023-05-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCK PROP. EV BRYN MAWR 2,100 Bryn Mawr Ct,,Pittsburgh,PA,15221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433685,-79.865105,2023-11-21,260916,2023-11-21 00:52:55 UTC,,,,2023-05-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DELANEY HONDA SHOP 03,115 Lenz Rd,,Indiana,PA,15701,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.600088,-79.191451,2023-11-21,261115,2023-11-21 00:52:33 UTC,,,,2023-05-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DSG DSG STATION # 4,345 Court St,,Coraopolis,PA,15108,,888-758-4389,E,,Public,Mon 5:45am - 6:00pm; Tue 5:45am - 6:00pm; Wed 5:45am - 6:00pm; Thu 5:45am - 6:00pm; Fri 5:45am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.507707,-80.26557,2023-11-21,261340,2023-11-21 00:52:50 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DSG DSG STATION # 1,345 Court St,,Coraopolis,PA,15108,,888-758-4389,E,,Public,Mon 5:45am - 6:00pm; Tue 5:45am - 6:00pm; Wed 5:45am - 6:00pm; Thu 5:45am - 6:00pm; Fri 5:45am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.507709,-80.26568,2023-11-21,261341,2023-11-21 00:52:50 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DSG DSG STATION # 3,345 Court St,,Coraopolis,PA,15108,,888-758-4389,E,,Public,Mon 5:45am - 6:00pm; Tue 5:45am - 6:00pm; Wed 5:45am - 6:00pm; Thu 5:45am - 6:00pm; Fri 5:45am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.507699,-80.265656,2023-11-21,261342,2023-11-21 00:52:51 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DSG DSG STATION # 2,345 Court St,,Coraopolis,PA,15108,,888-758-4389,E,,Public,Mon 5:45am - 6:00pm; Tue 5:45am - 6:00pm; Wed 5:45am - 6:00pm; Thu 5:45am - 6:00pm; Fri 5:45am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.507711,-80.265669,2023-11-21,261343,2023-11-21 00:52:51 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Riverfront Center Garage,625 Stanwix St.,,Pittsburgh,PA,15222,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,6,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.44319628702536,-80.00467937439682,2023-11-21,261387,2023-11-21 01:12:29 UTC,,,,2023-05-25,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CCHARGWPHPGM STATION 3,4800 Friendship Ave,,Pittsburgh,PA,15224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.461746,-79.946347,2023-11-21,261394,2023-11-21 00:52:48 UTC,,,,2023-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CCHARGWPHPGM STATION 4,4800 Friendship Ave,,Pittsburgh,PA,15224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.461744,-79.946363,2023-11-21,261395,2023-11-21 00:52:48 UTC,,,,2023-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LIBERTY CHARWASH PL 1,2595 Maryland Road,,Willow Grove,PA,19090,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.161442,-75.124144,2023-11-21,261396,2023-11-21 00:52:49 UTC,,,,2023-05-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LIBERTY CHARWASH PL 2,2595 Maryland Road,,Willow Grove,PA,19090,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.161451,-75.124203,2023-11-21,261397,2023-11-21 00:52:49 UTC,,,,2023-05-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Sheetz - Tesla Supercharger,101 Ronda Ct,,North Huntingdon,PA,15642,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.316803,-79.683801,2023-07-01,261450,2023-07-14 19:41:28 UTC,P,,,2023-05-25,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Hobbs Office,1012 Meetinghouse Rd,,UPPER CHICHESTER,PA,19061,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.8317819,-75.4374688,2023-11-21,261490,2023-11-21 00:00:46 UTC,,,,2023-02-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Hobbs and Co Warehouse,99 Aldan Avenue,,Glen Mills,PA,19342,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.8920324,-75.5286744,2023-11-21,261619,2023-11-21 00:00:46 UTC,,,,2023-02-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BROADRIDGE PHI 2LF,1300 Fairmount Ave,,Philadelphia,PA,19123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.966601,-75.159106,2023-11-21,261635,2023-11-21 00:51:35 UTC,,,,2023-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BROADRIDGE PHI 2LR,1300 Fairmount Ave,,Philadelphia,PA,19123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.966611,-75.159092,2023-11-21,261636,2023-11-21 00:51:35 UTC,,,,2023-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BROADRIDGE PHI 2RR,1300 Fairmount Ave,,Philadelphia,PA,19123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.966603,-75.159039,2023-11-21,261637,2023-11-21 00:51:35 UTC,,,,2023-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Chelbourne Plaza Condo Association,46 Township Line Rd,,Elkins Park,PA,19027,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,40.0722158,-75.1034493,2023-11-21,261680,2023-11-21 00:00:46 UTC,,,,2022-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SHAZAAMCHARGER1 345 MARKET,11 N Gates Ave,,Kingston,PA,18704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.256134,-75.89101,2023-11-21,261856,2023-11-21 00:53:07 UTC,,,,2023-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Parkway Corp - Main & Green Lane Lot,121 Green Ln,,Philadelphia,PA,19127,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,4,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.027365,-75.22631,2023-11-21,261885,2023-11-21 01:12:28 UTC,,,,2023-06-03,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,6th & Penn Garage,546 Penn Ave.,,Pittsburgh,PA,15222,,855-223-5351,E,,Public,Mon 5:00am - 1:01am; Tue 5:00am - 1:00am; Wed 5:00am - 1:00am; Thu 5:00am - 1:00am; Fri 5:00am - 1:00am; Sat 5:00am - 1:00am; Sun 5:00am - 1:00am,A D M V,,,,,4,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.442529801318926,-80.00251592136921,2023-11-21,262337,2023-11-21 01:12:29 UTC,,,,2023-06-07,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Grand Eastonian,140 Northampton St,Located at the back of the building,Easton,PA,18042,,,E,,Public,24 hours daily,A CREDIT D Debit M V,,,,,2,,,UNIVERSAL,https://universalevcharging.com/,200-8,40.69131,-75.20628,2023-06-12,262339,2023-06-12 20:10:10 UTC,P,,,2023-01-11,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$1.50 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Wawa - Tesla Supercharger,1145 Virginia Dr,,Fort Washington,PA,19034,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.13938822,-75.17239024,2023-07-01,262351,2023-07-14 19:41:28 UTC,P,,,2023-06-01,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,IKEA - Tesla Supercharger,400 Alan Wood Rd,,Conshohocken,PA,19428,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.09445086,-75.30863452,2023-07-01,262354,2023-07-14 19:41:28 UTC,P,,,2023-06-01,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,UPMC MERCY PAV LEVEL 2 P2 #1,1628 Locust St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.43636,-79.98305,2023-11-21,262388,2023-11-21 00:53:26 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UPMC MERCY PAV LEVEL 2 P2 #2,1628 Locust St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.436405,-79.983025,2023-11-21,262389,2023-11-21 00:53:26 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UPMC MERCY PAV LEVEL 1 P1 #1,1628 Locust St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.43634,-79.98307,2023-11-21,262390,2023-11-21 00:53:27 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UPMC MERCY PAV PARKING LEVEL 4,1628 Locust St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.4364,-79.98308,2023-11-21,262391,2023-11-21 00:53:27 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UPMC MERCY PAV PARKING LEVEL 8,426 Van Braam St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.435764,-79.983154,2023-11-21,262393,2023-11-21 00:53:28 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UPMC MERCY PAV PARKING LEVEL 6,426 Van Braam St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.436073,-79.983154,2023-11-21,262394,2023-11-21 00:53:28 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UPMC MERCY PAV PARKING LEVEL 5,1628 Locust St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.436405,-79.98306,2023-11-21,262395,2023-11-21 00:53:28 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KEN POLLOCK ALF CPF50 1,290 Mundy St,,Wilkes-Barre Township,PA,18702,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.244194,-75.841184,2023-11-21,262456,2023-11-21 00:51:35 UTC,,,,2023-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KEN POLLOCK ALF CPF50 2,290 Mundy St,,Wilkes-Barre Township,PA,18702,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.244161,-75.841334,2023-11-21,262457,2023-11-21 00:51:35 UTC,,,,2023-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KEN POLLOCK ALF CP6000,290 Mundy St,,Wilkes-Barre Township,PA,18702,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.244014,-75.841375,2023-11-21,262462,2023-11-21 00:53:03 UTC,,,,2023-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BMW - MINI WC SIDE BUILDING,1275 Wilmington Pike,,West Chester,PA,19382,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.908565,-75.568516,2023-11-21,262515,2023-11-21 00:16:39 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,812 N BETHLEHEM STATION 2,812 N Bethlehem Pike,,Spring House,PA,19002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.179983,-75.224985,2023-11-21,262518,2023-11-21 00:51:26 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Parkway Corp - 2400 Market,"12 S. 23rd St, Philadelphia PA",,Philadelphia,PA,19103,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,39.9536,-75.178305,2023-11-21,262563,2023-11-21 01:12:28 UTC,,,,2023-06-11,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WASHINGTON TANGER EV 2,2200 Tanger Blvd,,Washington,PA,15301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.216164,-80.210891,2023-11-21,262581,2023-11-21 00:09:16 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Place One,777 W Germantown Pike,,Plymouth Meeting,PA,19462,,484-690-4318,E,,Public,24 hours daily,ACCOUNT_BALANCE,,,,,4,,,Non-Networked,,200-8,40.1216,-75.29016,2023-07-11,262618,2023-07-11 18:28:56 UTC,P,,,2023-04-10,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,false,,,,,,,,HD,false
ELEC,PIAZZA ALTA 2ND FLOOR #2,1099 Germantown Ave,,Philadelphia,PA,19123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.96801,-75.139741,2023-11-21,262638,2023-11-21 00:46:55 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,POHY UNIT 3,84 Autopark Blvd,,Royersford,PA,19468,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.21846,-75.546725,2023-11-21,262685,2023-11-21 00:53:43 UTC,,,,2023-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,North Essex Curbside,226 North Essex Ave,,Narberth,PA,19072,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.00815,-75.263478,2023-11-21,262815,2023-11-21 01:15:37 UTC,,,,2023-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Narberth Post Office,145 North Narberth Ave,,Narberth,PA,19072,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.006734,-75.260485,2023-11-21,262816,2023-11-21 01:15:37 UTC,,,,2023-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HORSHAM EV CHRG HTEVCS2,437 Babylon Rd,,Horsham,PA,19044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.197252,-75.171803,2023-11-21,262837,2023-11-21 00:53:47 UTC,,,,2023-06-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Ambridge Borough Municipality Complex,"600 11th St,",,Ambridge,PA,15003,,855-885-9571,E,,Public,,,,,,,4,,,OpConnect,http://www.opconnect.com/,GPS,40.5930776,-80.2279028,2023-11-21,279594,2023-11-21 01:05:52 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Wawa - Tesla Supercharger,901 E Baltimore Pike,,Kennett Square,PA,19348,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,39.864089,-75.678969,2023-07-01,296727,2023-07-14 19:41:28 UTC,P,,,2023-06-15,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Wawa North Wales #0157,593 DeKalb Pike,,North Wales,PA,19454,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,40.219166,-75.247386,2023-11-20,296767,2023-11-20 23:56:02 UTC,,,,2023-06-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Blue Mountain Commons,2300 Linglestown Road,,Harrisburg,PA,17110,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.3309344,-76.862179423,2023-11-21,296791,2023-11-21 01:09:12 UTC,,,,2023-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Giant Company #6655 - Aston,3481 Concord Road,,Aston,PA,19014,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,39.867595024,-75.424469503,2023-11-21,298601,2023-11-21 01:08:59 UTC,,,,2023-06-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Spring Towne Shopping Center,2641 Shillington Road,,Reading,PA,19608,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.316175057,-75.999240583,2023-11-21,298602,2023-11-21 01:09:53 UTC,,,,2023-06-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LEGACY PARK PARK WEST #1,6000 Pinnacle Rdg Dr,,Mechanicsburg,PA,17055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.203268,-76.997829,2023-11-21,298707,2023-11-21 00:50:22 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
